client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,Age,property_count,total_investment,average_property_price,average_floor_area,Cluster
C1596,Individual,Frank,Hall,1979-11-10,M,Germany,Berlin,Investment,4,No,Website,47.0,3,1642954.44,547651.48,1649.26,2
C1597,Individual,Rachel,Cox,,F,USA,Nevada,Investment,4,Yes,Website,,4,1155778.2,288944.55,947.7475,1
C1598,Individual,Angela,Adams,,F,USA,Georgia,Home,4,Yes,Agency,,3,1163931.67,387977.2233333333,1310.3966666666665,2
C1599,Individual,Stephanie,Thompson,,F,USA,Virginia,Investment,5,Yes,Website,,3,1321031.17,440343.7233333333,1337.1733333333334,2
C1600,Individual,Jennifer,Rogers,,F,Belgium,Wallonia,Home,5,No,Website,,4,1237164.36,309291.09,984.6475,0
C1601,Individual,Tiffany,Parker,,F,Russia,Krasnodar Krai,Home,3,No,Website,,3,829078.01,276359.33666666667,913.6700000000001,0
C1602,Individual,Harold,Turner,1986-11-01,M,USA,Nevada,Investment,4,No,Website,40.0,4,1676863.99,419215.9975,1425.28,2
C1603,Individual,Hannah,Rogers,1962-09-07,F,UK,England,Home,5,No,Website,64.0,4,1077719.71,269429.9275,976.2049999999999,0
C1604,Individual,Ronald,Kim,1949-09-10,M,USA,Texas,Home,4,No,Website,77.0,3,1050264.24,350088.08,1243.8233333333333,0
C1605,Individual,Joshua,Collins,,M,UK,England,Investment,4,Yes,Website,,4,1170783.34,292695.835,874.9925000000001,1
C1606,Individual,Zachary,Howard,,M,USA,Washington,Home,1,Yes,Agency,,3,917562.71,305854.23666666663,1033.4833333333333,0
C1607,Individual,Emma,Hall,1963-03-11,F,USA,California,Home,3,No,Agency,63.0,3,829294.5700000001,276431.5233333334,927.6066666666666,0
C1608,Individual,Heather,Pierce,,F,UK,England,Home,4,Yes,Website,,3,1431381.65,477127.2166666666,1447.82,2
C1609,Individual,Justin,Reed,1964-10-02,M,USA,California,Investment,2,No,Website,62.0,3,804844.43,268281.4766666667,900.46,1
C1610,Individual,Kenneth,White,,M,USA,California,Investment,3,No,Website,,4,1249167.74,312291.935,1114.2125,1
C1611,Individual,Sarah,Bryant,1975-09-02,F,USA,Nevada,Investment,4,No,Website,51.0,4,1072189.52,268047.38,842.75,1
C1612,Individual,Jason,Price,,M,USA,California,Home,1,No,Agency,,3,766554.56,255518.18666666668,839.1433333333334,0
C1613,Individual,Ryan,Griffin,1998-01-08,M,Denmark,Southern Denmark,Home,2,Yes,Agency,28.0,4,1608368.22,402092.055,1400.6975,2
C1614,Individual,Julie,Williams,,F,USA,Utah,Investment,4,No,Website,,3,822155.05,274051.68333333335,1059.3466666666666,1
C1615,Individual,Jason,Mitchell,1963-08-01,M,USA,Utah,Home,5,No,Agency,63.0,3,857125.52,285708.50666666665,903.87,0
C1616,Individual,Aaron,Nelson,1991-09-01,M,UK,Wales,Investment,5,Yes,Website,35.0,4,1344053.71,336013.4275,1128.1275,1
C1617,Individual,Michelle,Baker,1952-10-09,F,USA,California,Home,3,No,Website,74.0,3,776005.5,258668.5,839.1433333333334,0
C1618,Individual,Linda,Price,,F,USA,Washington,Home,2,Yes,Website,,4,1356655.6800000002,339163.92000000004,1103.3025,0
C1619,Individual,Jason,Baker,,M,Belgium,Wallonia,Home,2,No,Website,,4,1390206.46,347551.615,1164.0149999999999,0
C1620,Individual,Jacob,Morales,1944-05-07,M,USA,California,Home,1,Yes,Website,82.0,3,788250.3500000001,262750.1166666667,979.0866666666667,0
C1621,Individual,Carl,Wood,,M,USA,Oregon,Investment,2,No,Agency,,3,739739.97,246579.99,973.09,1
C1622,Individual,Angela,Taylor,1961-02-01,F,USA,Oregon,Home,1,Yes,Website,65.0,3,1054193.3599999999,351397.7866666666,1107.81,0
C1623,Individual,Julia,Hall,1994-01-12,F,USA,Oregon,Home,4,No,Website,32.0,3,1060233.46,353411.1533333333,1111.2966666666666,0
C1624,Individual,Jennifer,Stewart,1951-01-04,F,USA,California,Home,4,Yes,Website,75.0,4,1943363.94,485840.985,1602.67,2
C1625,Individual,Harold,Wright,2000-02-03,M,Australia,Western Australia,Home,4,No,Agency,26.0,3,910587.85,303529.2833333333,1094.84,0
C1626,Individual,Jennifer,Morales,,F,France,Provence,Home,2,Yes,Website,,3,1225657.22,408552.4066666667,1464.8466666666666,2
C1627,Individual,David,Bryant,,M,USA,California,Investment,1,No,Website,,3,1275226.77,425075.59,1527.8633333333335,2
C1628,Corporate,Lumina,Co,,F,France,Normandy,Home,4,Yes,Website,,3,800299.08,266766.36,842.73,3
C1629,Individual,Stephanie,Roberts,,F,USA,Utah,Home,5,No,Agency,,3,789150.05,263050.01666666666,1008.13,0
C1630,Corporate,Grandis,Co,1994-05-06,F,USA,Virginia,Investment,1,Yes,Website,32.0,3,1206881.92,402293.9733333333,1338.1466666666668,3
C1631,Individual,Joan,Patterson,1966-03-12,F,UK,Northern Ireland,Home,5,No,Website,60.0,4,1683720.2,420930.05,1267.07,2
C1632,Individual,Victoria,Wright,1963-07-12,F,USA,California,Investment,3,Yes,Agency,63.0,4,1425130.6800000002,356282.67000000004,1152.755,1
C1633,Individual,Sara,Bennett,1977-07-03,F,Canada,Ontario,Home,2,No,Website,49.0,3,847190.3300000001,282396.7766666667,976.8166666666666,0
C1634,Individual,Sara,King,1944-01-11,F,USA,Georgia,Investment,2,No,Website,82.0,4,1044217.01,261054.2525,872.2,1
C1635,Individual,Lawrence,Moore,,M,France,Brittany,Home,1,No,Website,,4,1104480.44,276120.11,919.7425000000001,0
C1636,Corporate,Zynex,Co,1987-01-10,F,USA,Arizona,Home,5,Yes,Website,39.0,3,1171439.72,390479.9066666667,1308.5133333333333,3
C1637,Individual,Jacob,Cook,1969-02-11,M,Mexico,Nuevo Leon,Home,5,No,Agency,57.0,3,1333020.46,444340.1533333333,1525.18,2
C1638,Individual,Cynthia,Peterson,,F,France,Occitanie,Investment,1,Yes,Agency,,3,1047895.71,349298.57,1175.6833333333334,1
C1639,Individual,Ronald,Smith,,M,USA,Colorado,Home,1,No,Website,,4,1088561.44,272140.36,975.4225,0
C1640,Individual,Helen,Adams,1966-11-04,F,USA,California,Home,1,Yes,Website,60.0,4,1172146.65,293036.6625,1047.99,0
C1641,Individual,Charles,Phillips,,M,USA,Utah,Home,1,No,Agency,,4,1898878.08,474719.52,1504.0974999999999,2
C1642,Individual,Maria,Adams,,F,Canada,British Columbia,Home,5,No,Website,,4,1441785.62,360446.405,1167.1599999999999,2
C1643,Individual,Carl,Rogers,1978-01-09,M,France,Ile-de-France,Home,4,No,Agency,48.0,3,1182889.92,394296.63999999996,1468.6933333333334,2
C1644,Individual,Megan,Freeman,,F,USA,California,Home,1,No,Client,,4,1312822.17,328205.5425,1024.3375,0
C1645,Individual,Shirley,Chavez,1995-02-08,F,Australia,New South Wales,Investment,1,No,Website,31.0,4,1503973.21,375993.3025,1238.115,1
C1646,Individual,Billy,Patterson,1998-06-10,M,USA,Washington,Investment,4,Yes,Agency,28.0,3,972186.46,324062.1533333333,1052.4533333333334,1
C1647,Individual,Paul,Stone,,M,USA,Ohio,Home,4,Yes,Agency,,3,1316368.95,438789.64999999997,1471.8999999999999,2
C1648,Individual,Julia,Wood,,F,Australia,New South Wales,Home,3,No,Website,,3,1282946.7,427648.89999999997,1476.9433333333334,2
C1649,Individual,Melissa,Price,1982-03-02,F,USA,Oregon,Home,4,Yes,Agency,44.0,4,1540887.81,385221.9525,1254.045,2
C1650,Individual,Edward,Griffin,1969-04-01,M,USA,Washington,Investment,2,No,Website,57.0,3,1065238.5,355079.5,1057.95,1
C1651,Individual,Ryan,Bell,,M,USA,California,Investment,4,No,Website,,3,962066.4199999999,320688.80666666664,880.66,1
C1652,Individual,Paul,Weaver,,M,USA,Nevada,Investment,4,Yes,Client,,3,1078933.8,359644.60000000003,1168.3833333333334,1
C1653,Individual,Sara,White,1974-08-02,F,USA,Colorado,Investment,4,Yes,Website,52.0,4,957106.48,239276.62,860.9325,1
C1654,Individual,Judith,Brooks,1968-04-05,F,USA,California,Home,1,No,Website,58.0,4,1250065.3800000001,312516.34500000003,951.6375,0
C1655,Individual,Sara,Cox,,F,USA,Texas,Investment,2,No,Website,,3,974749.8,324916.60000000003,1088.5866666666668,1
C1656,Individual,Jacob,Baker,1991-05-05,M,Belgium,Wallonia,Investment,4,Yes,Website,35.0,4,1401657.84,350414.46,1182.3725,1
C1657,Individual,Donald,Kim,,M,USA,California,Home,2,No,Website,,4,1316624.69,329156.1725,1023.9675,0
C1658,Individual,Ronald,Patterson,1970-08-07,M,USA,California,Home,5,No,Agency,56.0,4,1243178.6,310794.65,984.12,0
C1659,Individual,Joshua,Thompson,1946-09-05,M,Denmark,Zealand,Home,4,No,Website,80.0,4,1576416.87,394104.2175,1307.3,2
C1660,Individual,Henry,Richardson,,M,USA,Nevada,Home,4,Yes,Website,,4,1330046.48,332511.62,1068.57,0
C1661,Individual,Ronald,Cox,,M,USA,Washington,Home,4,No,Agency,,3,1511063.27,503687.75666666665,1599.3433333333332,2
C1662,Individual,Gary,Montgomery,,M,Russia,Tatarstan,Home,4,No,Website,,4,1505862.74,376465.685,1320.35,2
C1663,Individual,Joshua,Garcia,,M,USA,Colorado,Investment,3,No,Agency,,3,926064.21,308688.07,1042.71,1
C1664,Individual,Judith,Hayes,,F,France,Occitanie,Investment,5,No,Agency,,3,1390001.73,463333.91,1445.2933333333333,2
C1665,Individual,Harold,Bell,,M,USA,Arizona,Home,5,No,Website,,4,966971.19,241742.7975,827.2,0
C1666,Individual,Brenda,Edwards,1962-09-08,F,USA,Ohio,Home,2,No,Website,64.0,3,706503.5900000001,235501.19666666668,736.0433333333334,0
C1667,Individual,Stephanie,Cook,,F,USA,California,Investment,4,No,Agency,,3,831811.52,277270.50666666665,862.11,1
C1668,Individual,Scott,Green,1957-11-12,M,Australia,Victoria,Home,5,No,Website,69.0,4,1046863.21,261715.8025,872.2,0
C1669,Individual,Steven,Collins,1960-04-07,M,Canada,Alberta,Investment,3,Yes,Agency,66.0,4,948271.3400000001,237067.83500000002,837.5225,1
C1670,Individual,Angela,Watson,1970-12-09,F,USA,Colorado,Home,3,Yes,Website,56.0,4,1356021.03,339005.2575,1076.59,0
C1671,Individual,Ashley,Howard,,F,USA,California,Home,3,No,Agency,,4,1329236.75,332309.1875,1120.62,0
C1672,Individual,Jacqueline,Morales,1974-04-09,F,USA,Nevada,Investment,4,No,Website,52.0,3,728363.1699999999,242787.7233333333,889.9166666666666,1
C1673,Individual,Katherine,Martin,1992-03-04,F,USA,Washington,Home,1,Yes,Website,34.0,4,1803634.76,450908.69,1422.9925,2
C1674,Individual,Emily,Jackson,,F,USA,California,Home,5,Yes,Website,,4,1614623.53,403655.8825,1268.7075,2
C1675,Individual,Emma,Reyes,1985-04-08,F,Canada,Alberta,Investment,5,No,Website,41.0,3,918037.6799999999,306012.56,1012.96,1
C1676,Individual,Amy,Allen,,F,USA,Washington,Home,2,No,Website,,4,1251637.0,312909.25,1019.1225,0
C1677,Individual,Kevin,Thomas,,M,USA,Texas,Home,1,Yes,Website,,3,942915.1799999999,314305.06,975.9433333333333,0
C1678,Individual,Gary,Sanders,1961-03-06,M,USA,California,Home,1,Yes,Agency,65.0,3,1377654.29,459218.0966666667,1650.4733333333334,2
C1679,Individual,Christina,Nelson,,F,USA,Nevada,Investment,4,No,Website,,3,1194618.9,398206.3,1268.0466666666669,1
C1680,Individual,Danielle,Howard,,F,USA,California,Investment,4,No,Agency,,3,665078.77,221692.92333333334,692.13,1
C1681,Individual,Carl,Alexander,,M,USA,Oregon,Home,3,Yes,Client,,4,1408304.94,352076.235,1156.7625,0
C1682,Individual,Amanda,Brooks,1987-04-11,F,USA,Nevada,Home,2,No,Website,39.0,4,1469905.41,367476.3525,1257.0925,2
C1683,Individual,Amber,Patterson,,F,USA,Oregon,Investment,1,No,Client,,4,1410114.6,352528.65,1144.74,1
C1684,Individual,Grace,Cooper,1977-07-01,F,USA,Colorado,Investment,4,No,Website,49.0,4,1109440.17,277360.0425,883.4825000000001,1
C1685,Individual,Kathleen,Parker,,F,USA,California,Home,5,No,Agency,,3,1109623.75,369874.5833333333,1274.52,0
C1686,Individual,David,Howard,,M,USA,California,Investment,2,Yes,Agency,,4,1214377.82,303594.455,1073.905,1
C1687,Individual,Eric,Anderson,,M,USA,California,Home,4,Yes,Website,,4,1026117.62,256529.405,935.37,0
C1688,Individual,Amanda,Flores,,F,USA,Oregon,Home,5,No,Client,,3,1314384.27,438128.09,1281.9566666666667,2
C1689,Individual,Virginia,King,,F,USA,Oregon,Investment,1,Yes,Client,,3,896100.8,298700.26666666666,973.09,1
C1690,Individual,Terry,Martin,,M,Denmark,North Denmark,Home,2,Yes,Agency,,3,1662639.06,554213.02,1754.9366666666667,2
C1691,Individual,Robert,Reed,,M,USA,Arizona,Home,5,No,Website,,4,1212731.6,303182.9,984.9525,0
C1692,Individual,Joseph,Patterson,1991-03-08,M,Canada,Ontario,Home,5,Yes,Agency,35.0,4,1165619.9100000001,291404.97750000004,984.9525,0
C1693,Individual,Donald,Turner,,M,Belgium,Flanders,Home,1,No,Website,,4,1557035.08,389258.77,1342.1525000000001,2
C1694,Individual,Gloria,Foster,,F,USA,Virginia,Home,5,No,Agency,,4,1457395.73,364348.9325,1202.695,2
C1695,Individual,Tiffany,Peterson,,F,Belgium,Flanders,Home,5,No,Website,,3,975866.19,325288.73,1111.2966666666666,0
C1696,Individual,Emily,Jones,,F,USA,Florida,Home,1,No,Website,,4,1316025.35,329006.3375,1092.085,0
C1697,Individual,Maria,Brown,1980-08-07,F,Belgium,Brussels,Home,2,No,Client,46.0,4,802813.26,200703.315,700.7825,0
C1698,Individual,Zachary,Stone,1950-12-05,M,UK,Northern Ireland,Home,4,Yes,Website,76.0,3,764529.97,254843.32333333333,901.6266666666667,0
C1699,Individual,Peter,Phillips,,M,Australia,Western Australia,Home,3,Yes,Agency,,4,1161971.24,290492.81,946.6524999999999,0
C1700,Individual,Nicholas,Young,1943-11-04,M,USA,Nevada,Home,3,No,Website,83.0,4,1293648.37,323412.0925,1050.5725,0
C1701,Individual,Karen,Montgomery,,F,USA,Arizona,Home,1,No,Website,,3,916043.72,305347.9066666667,979.0866666666667,0
C1702,Individual,Frank,Alexander,1990-01-04,M,USA,Washington,Investment,5,Yes,Website,36.0,3,1259181.49,419727.16333333333,1477.03,2
C1703,Individual,Gerald,Cox,,M,USA,Texas,Investment,4,No,Agency,,3,868665.77,289555.25666666665,980.8699999999999,1
C1704,Individual,Susan,Flores,,F,Denmark,Capital Region,Home,4,No,Agency,,3,1131490.6400000001,377163.5466666667,1251.25,0
C1705,Individual,Kenneth,Howard,,M,USA,Virginia,Investment,3,Yes,Website,,3,1031987.6799999999,343995.8933333333,1049.3066666666666,1
C1706,Individual,Matthew,Jordan,,M,USA,California,Home,3,Yes,Website,,4,1417221.48,354305.37,1128.9675,0
C1707,Individual,Adam,Allen,,M,USA,Georgia,Home,1,Yes,Website,,3,770609.62,256869.87333333332,899.7566666666667,0
C1708,Individual,Andrea,Wilson,1986-08-06,F,Germany,Hesse,Home,1,Yes,Agency,40.0,3,854426.52,284808.84,897.3100000000001,0
C1709,Individual,Danielle,Cox,1946-08-09,F,USA,Arizona,Investment,3,No,Agency,80.0,3,1336416.1600000001,445472.0533333334,1513.17,2
C1710,Individual,Joe,Flores,,M,Canada,Alberta,Investment,2,Yes,Website,,3,1027918.12,342639.37333333335,1156.0800000000002,1
C1711,Individual,Debra,Hayes,,F,USA,California,Investment,3,Yes,Website,,4,1015613.11,253903.2775,836.9425,1
C1712,Individual,Ryan,Turner,1971-03-04,M,France,Occitanie,Home,5,No,Website,55.0,4,1280242.15,320060.5375,1102.08,0
C1713,Individual,Julia,Cook,1981-02-08,F,USA,Oregon,Home,1,No,Website,45.0,4,1401670.4500000002,350417.61250000005,1186.5225,0
C1714,Individual,Nathan,Brooks,1948-07-05,M,USA,Colorado,Home,3,No,Website,78.0,4,1054289.58,263572.395,823.6625,0
C1715,Individual,Hannah,Watson,,F,USA,Florida,Home,3,Yes,Agency,,4,987214.1799999999,246803.54499999998,900.39,0
C1716,Individual,Michelle,Montgomery,,F,USA,California,Home,1,No,Website,,3,1027286.48,342428.82666666666,1129.1766666666665,0
C1717,Individual,Martha,Thomas,,F,USA,California,Home,4,Yes,Website,,3,915606.0700000001,305202.0233333334,980.8699999999999,0
C1718,Individual,Janet,Peterson,1995-01-06,F,USA,California,Home,1,No,Website,31.0,4,1362121.47,340530.3675,1150.74,0
C1719,Corporate,Halcyon,Co,1960-05-10,M,USA,Florida,Home,2,No,Agency,66.0,3,1178759.88,392919.95999999996,1263.8633333333335,3
C1720,Individual,Danielle,Kim,1996-10-10,F,USA,California,Home,5,Yes,Website,30.0,4,1396671.77,349167.9425,1122.0925,0
C1721,Individual,Carl,Weaver,1986-12-10,M,USA,Nevada,Home,2,No,Agency,40.0,4,1282729.71,320682.4275,1034.0675,0
C1722,Individual,Jacqueline,Morris,,F,USA,Nevada,Home,3,No,Website,,4,1676365.72,419091.43,1307.3,2
C1723,Individual,Carol,Allen,1998-02-02,F,Canada,Quebec,Home,2,Yes,Agency,28.0,4,1084602.42,271150.605,900.39,0
C1724,Individual,Justin,Cook,,M,USA,Virginia,Home,4,No,Website,,4,1646338.3599999999,411584.58999999997,1358.9675,2
C1725,Individual,Sharon,Patterson,1959-01-12,F,USA,Nevada,Home,3,Yes,Website,67.0,4,1352500.23,338125.0575,1167.3975,0
C1726,Individual,Diane,Scott,,F,UK,Northern Ireland,Home,3,No,Website,,3,1141107.24,380369.08,1193.7733333333333,0
C1727,Individual,Katherine,Morales,1945-12-06,F,USA,New York,Home,3,No,Website,81.0,4,1563834.42,390958.605,1210.7375,2
C1728,Individual,Kimberly,Garcia,1944-03-08,F,USA,Oregon,Home,3,Yes,Client,82.0,4,1436312.58,359078.145,1225.2649999999999,2
C1729,Individual,Robert,Richardson,,M,Canada,British Columbia,Home,3,Yes,Website,,3,956356.54,318785.51333333337,1090.7733333333333,0
C1730,Individual,Jeffrey,Young,,M,Mexico,Puebla,Investment,5,Yes,Agency,,3,796432.48,265477.49333333335,922.6899999999999,1
C1731,Individual,Nathan,Garcia,,M,USA,California,Home,4,Yes,Website,,4,1172220.1099999999,293055.02749999997,966.56,0
C1732,Individual,Megan,Wilson,,F,Canada,Alberta,Investment,2,No,Agency,,3,1551003.8399999999,517001.27999999997,1654.4733333333334,2
C1733,Individual,Helen,Jones,,F,USA,California,Home,3,Yes,Agency,,4,1179975.09,294993.7725,1009.9325,0
C1734,Individual,Zachary,Roberts,,M,USA,California,Home,5,No,Website,,3,1078504.94,359501.64666666667,1254.5033333333333,0
C1735,Individual,Amber,Miller,1969-10-07,F,USA,Utah,Investment,3,No,Website,57.0,3,1139995.98,379998.66,1258.3999999999999,1
C1736,Individual,Ann,Cook,,F,USA,California,Investment,4,Yes,Website,,4,1482243.88,370560.97,1122.0925,1
C1737,Individual,Jennifer,Jackson,,F,USA,California,Investment,3,No,Website,,3,1060946.57,353648.8566666667,1090.7733333333333,1
C1738,Individual,Sharon,Hall,,F,USA,California,Home,5,No,Website,,3,861195.69,287065.23,1016.7633333333333,0
C1739,Individual,Steven,Smith,,M,Russia,Novosibirsk,Investment,3,Yes,Website,,4,998344.48,249586.12,872.2,1
C1740,Individual,Ashley,Alexander,,F,USA,California,Home,5,Yes,Website,,4,1439013.3399999999,359753.33499999996,1164.015,2
C1741,Individual,Alexander,Wright,,M,USA,Virginia,Home,5,No,Website,,4,1310713.04,327678.26,1140.38,0
C1742,Corporate,Crestwood,Co,,F,USA,California,Home,5,No,Agency,,3,1177856.21,392618.73666666663,1431.79,3
C1743,Individual,Linda,Bell,,F,Belgium,Flanders,Home,1,No,Client,,3,839069.28,279689.76,881.7833333333333,0
C1744,Individual,Brian,Green,,M,Russia,Krasnodar Krai,Investment,1,No,Website,,4,1320002.42,330000.605,1092.085,1
C1745,Individual,Ann,Sanders,,F,USA,California,Home,1,No,Website,,3,1261495.5,420498.5,1487.6599999999999,2
C1746,Individual,Jennifer,Cox,,F,Belgium,Flanders,Home,3,No,Website,,3,793835.85,264611.95,874.19,0
C1747,Individual,Bryan,Flores,,M,USA,Colorado,Home,5,No,Client,,3,1016661.44,338887.14666666667,1059.1499999999999,0
C1748,Individual,Albert,Jones,1950-11-11,M,USA,California,Home,4,Yes,Website,76.0,3,1112272.46,370757.48666666663,1274.52,0
C1749,Individual,Brandon,Moore,,M,USA,California,Home,3,No,Website,,3,832665.62,277555.20666666667,862.1066666666666,0
C1750,Corporate,Stratos,Co,1991-01-12,M,USA,Colorado,Home,3,No,Website,35.0,4,1497163.73,374290.9325,1150.2,3
C1751,Individual,Christine,Scott,,F,USA,Ohio,Home,5,No,Website,,4,873120.47,218280.1175,700.7825,0
C1752,Individual,Jonathan,Cook,1980-02-06,M,USA,California,Investment,1,Yes,Website,46.0,3,1119600.47,373200.1566666667,1152.5966666666666,1
C1753,Individual,Arthur,Peterson,,M,USA,Georgia,Investment,3,Yes,Website,,3,770077.48,256692.49333333332,964.2666666666668,1
C1754,Individual,Frank,Gray,1995-11-11,M,USA,Virginia,Home,2,Yes,Website,31.0,3,1361555.24,453851.74666666664,1471.8999999999999,2
C1755,Individual,Mark,Griffin,,M,USA,Nevada,Home,1,Yes,Website,,3,672116.9199999999,224038.9733333333,776.2433333333333,0
C1756,Individual,Daniel,Cook,,M,USA,Utah,Home,1,No,Website,,4,1481404.3900000001,370351.09750000003,1146.0149999999999,2
C1757,Individual,Brian,Hayes,1985-07-01,M,Germany,Bavaria,Home,3,No,Client,41.0,3,1125366.62,375122.2066666667,1182.08,0
C1758,Individual,Carl,Pierce,,M,USA,Oregon,Investment,4,Yes,Agency,,4,1006481.1799999999,251620.29499999998,801.065,1
C1759,Individual,Jose,Stone,1974-10-10,M,USA,California,Investment,1,No,Website,52.0,4,1031917.22,257979.305,831.47,1
C1760,Individual,Mary,Harris,1975-10-07,F,Belgium,Brussels,Home,2,No,Website,51.0,4,1454358.32,363589.58,1265.3825,2
C1761,Individual,Nicholas,Thompson,1955-01-08,M,USA,Washington,Home,1,No,Website,71.0,4,1181772.43,295443.1075,972.335,0
C1762,Individual,Larry,Harris,,M,USA,Virginia,Home,1,No,Website,,3,1023352.22,341117.4066666667,1090.9466666666667,0
C1763,Individual,Kimberly,Young,,F,USA,New York,Home,3,No,Website,,4,1789381.67,447345.4175,1374.585,2
C1764,Individual,Kelly,Baker,1946-11-05,F,USA,Nevada,Home,2,No,Agency,80.0,4,1668335.18,417083.795,1338.8999999999999,2
C1765,Individual,Pamela,Reyes,1997-05-01,F,USA,Colorado,Home,1,Yes,Client,29.0,4,1734167.51,433541.8775,1577.2325,2
C1766,Individual,Sharon,Bennett,1993-05-05,F,USA,California,Home,4,No,Website,33.0,4,1371247.08,342811.77,1071.3925,0
C1767,Individual,Joe,Sanders,,M,USA,Colorado,Home,3,No,Website,,4,1455838.9100000001,363959.72750000004,1123.3175,2
C1768,Individual,Cynthia,Hughes,1943-03-01,F,Russia,Saint Petersburg,Home,4,No,Website,83.0,4,985105.21,246276.3025,834.6575,0
C1769,Corporate,Forsyte,Co,,M,USA,Oregon,Home,1,Yes,Client,,3,985909.0,328636.3333333333,1101.55,3
C1770,Individual,Betty,Parker,,F,USA,Washington,Home,1,Yes,Agency,,3,1334771.42,444923.80666666664,1469.18,2
C1771,Corporate,Atlas,Co,,M,USA,Georgia,Home,3,Yes,Client,,3,1280895.97,426965.3233333333,1435.6633333333332,3
C1772,Corporate,Forsyte,Co,,F,Canada,Alberta,Investment,5,Yes,Agency,,4,1105281.92,276320.48,1015.8675,3
C1773,Individual,Kenneth,Williams,,M,USA,Nevada,Investment,3,Yes,Agency,,4,1284141.19,321035.2975,984.6475,1
C1774,Individual,Frank,James,,M,USA,Oregon,Home,4,No,Agency,,4,1169335.49,292333.8725,1008.6625,0
C1775,Individual,Betty,Howard,1970-10-07,F,USA,California,Home,3,No,Agency,56.0,4,1414776.99,353694.2475,1102.9724999999999,0
C1776,Individual,Martha,Mitchell,1973-09-01,F,France,Occitanie,Home,1,No,Website,53.0,3,1071718.4,357239.4666666666,1196.1733333333334,0
C1777,Individual,Jason,Long,,M,USA,California,Investment,5,No,Client,,3,784629.95,261543.31666666665,900.46,1
C1778,Individual,Jeffrey,Cox,1994-01-09,M,USA,Georgia,Investment,4,Yes,Website,32.0,3,1216664.8199999998,405554.93999999994,1339.73,1
C1779,Individual,Sharon,Thomas,,F,USA,California,Home,5,No,Client,,4,1563236.5499999998,390809.13749999995,1287.1,2
C1780,Individual,Richard,Patterson,,M,USA,Utah,Investment,1,No,Website,,4,1735557.1500000001,433889.28750000003,1341.715,2
C1781,Individual,Betty,Thomas,1968-10-08,F,USA,California,Home,4,No,Website,58.0,4,1383316.42,345829.105,1164.0149999999999,0
C1782,Individual,Ann,King,1999-12-04,F,UK,England,Investment,1,No,Website,27.0,4,897646.55,224411.6375,783.64,1
C1783,Individual,Jacob,Garcia,1954-03-07,M,USA,California,Home,3,No,Website,72.0,4,1136482.92,284120.73,883.805,0
C1784,Individual,Albert,Moore,,M,Australia,Western Australia,Home,3,No,Client,,4,1352274.53,338068.6325,1106.8725,0
C1785,Individual,Lauren,Allen,,F,USA,Colorado,Home,1,Yes,Website,,3,1006568.23,335522.74333333335,1156.5633333333333,0
C1786,Individual,Adam,White,1995-03-07,M,USA,California,Home,1,No,Website,31.0,4,1247095.22,311773.805,1102.2725,0
C1787,Individual,Stephen,Flores,,M,USA,Georgia,Investment,5,No,Agency,,4,1289585.42,322396.355,1029.38,1
C1788,Individual,Zachary,James,,M,USA,California,Home,3,No,Website,,3,1116876.81,372292.27,1155.6966666666667,0
C1789,Individual,Edward,Brooks,,M,USA,Colorado,Home,5,Yes,Agency,,3,1359605.1,453201.7,1526.9566666666667,2
C1790,Individual,Jacob,Hansen,,M,USA,Nevada,Investment,5,No,Client,,4,1335521.08,333880.27,1159.9675,1
C1791,Individual,Gerald,Scott,,M,USA,California,Home,5,No,Agency,,3,894512.8,298170.93333333335,1050.08,0
C1792,Individual,Terry,Pierce,,M,USA,California,Home,3,No,Agency,,4,1948563.24,487140.81,1676.3825,2
C1793,Individual,Richard,James,1969-04-05,M,USA,Utah,Investment,1,No,Website,57.0,4,1317525.03,329381.2575,1102.08,1
C1794,Individual,Douglas,Chavez,,M,USA,Colorado,Home,3,No,Website,,4,1378476.06,344619.015,1137.5875,0
C1795,Individual,William,Brown,1945-12-01,M,USA,California,Home,5,Yes,Website,81.0,4,1058019.94,264504.985,827.2,0
C1796,Individual,Betty,Hughes,,F,USA,California,Investment,5,Yes,Client,,3,1158919.94,386306.64666666667,1286.4833333333333,1
C1797,Individual,Katherine,Howard,,F,USA,Oregon,Home,3,Yes,Website,,3,910545.9199999999,303515.30666666664,1033.6200000000001,0
C1798,Individual,Bryan,Peterson,1966-08-10,M,USA,Arizona,Investment,1,Yes,Website,60.0,4,1601121.79,400280.4475,1263.96,2
C1799,Individual,Cheryl,Freeman,1950-01-11,F,USA,Colorado,Home,5,No,Agency,76.0,4,1022792.49,255698.1225,823.6625,0
C1800,Individual,James,Campbell,,M,USA,Oregon,Home,1,No,Client,,3,1120963.1,373654.3666666667,1301.6499999999999,0
C1801,Individual,Jose,Howard,1964-02-08,M,USA,California,Home,5,Yes,Website,62.0,3,1473065.73,491021.91,1422.97,2
C1802,Individual,Jack,Morris,,M,USA,Nevada,Investment,1,No,Client,,4,1155979.49,288994.8725,1011.5875,1
C1803,Individual,Susan,Bennett,,F,Canada,Quebec,Investment,5,No,Agency,,3,1329728.19,443242.73,1443.9800000000002,2
